,county,state,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,lat,long,cases,deaths,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment
695,Cuyahoga,OH,0.308,0.658,583230.0,179894.0,383974.0,0.323,0.666,603721.0,195089.0,402315.0,41.424119,-81.65918339,21777.0,686.0,1257401.0,599033.0,658368.0,5.6,59.7,29.3,0.1,2.8,0.0,957130.0,46720.0,430.0,30441.0,270.0,18.3,26.9,39.6,18.3,23.9,5.5,12.7,79.8,7.5,4.8,2.7,1.2,4.0,24.3,587730.0,83.7,12.1,4.1,0.1,8.9
696,Dade,GA,0.809,0.155,6238.0,5047.0,965.0,0.816,0.17,7434.0,6066.0,1261.0,34.854916700000004,-85.50490424,376.0,6.0,16282.0,7956.0,8326.0,2.2,93.8,0.5,0.7,1.1,0.7,13024.0,43163.0,4466.0,23184.0,1538.0,17.5,23.0,26.1,21.5,21.6,14.5,16.3,75.8,12.4,0.2,7.1,0.5,3.9,26.4,7719.0,80.8,10.3,8.6,0.3,4.8
697,Dade,MO,0.806,0.161,3951.0,3184.0,637.0,0.828,0.159,4123.0,3414.0,656.0,37.431814,-93.8503345,152.0,0.0,7581.0,3877.0,3704.0,2.0,94.0,0.4,0.7,0.1,0.1,5963.0,38880.0,3357.0,20468.0,1185.0,22.9,36.2,31.7,16.0,20.2,13.3,18.8,76.9,8.9,0.2,3.1,1.7,9.2,24.1,3137.0,72.0,12.7,14.2,1.1,9.3
698,Daggett,UT,0.703,0.163,465.0,327.0,76.0,0.802,0.178,590.0,473.0,105.0,40.88798265,-109.51210929999999,0.0,0.0,702.0,425.0,277.0,3.3,94.9,0.1,0.9,0.0,0.0,539.0,85000.0,41001.0,28533.0,9141.0,4.0,0.0,19.8,46.4,4.8,13.0,16.0,46.6,2.8,0.0,42.4,0.0,8.1,18.6,293.0,73.7,21.8,4.4,0.0,1.0
699,Dakota,MN,0.436,0.482,228659.0,99624.0,110251.0,0.418,0.557,261107.0,109183.0,145510.0,44.67172617,-93.06299363,10733.0,139.0,414655.0,204016.0,210639.0,6.8,79.7,5.6,0.2,4.7,0.0,296543.0,79995.0,1173.0,38863.0,382.0,6.9,9.2,42.4,15.3,24.7,6.2,11.3,81.2,8.3,3.3,1.1,1.0,5.0,24.3,231109.0,84.3,11.5,4.1,0.1,4.0
700,Dakota,NE,0.555,0.4,7259.0,4028.0,2904.0,0.578,0.404,6794.0,3926.0,2744.0,42.39040144,-96.56656425,2604.0,49.0,20529.0,10074.0,10455.0,38.4,49.8,4.3,2.3,3.0,0.0,11848.0,52401.0,3434.0,22463.0,1223.0,16.8,23.9,20.1,18.3,19.9,13.6,28.1,80.4,12.6,0.2,3.3,0.6,3.0,14.7,10163.0,86.8,8.0,4.9,0.3,7.3
701,Dale,AL,0.741,0.237,18617.0,13798.0,4408.0,0.725,0.262,19699.0,14281.0,5154.0,31.43037123,-85.61095742,1926.0,52.0,49393.0,24524.0,24869.0,6.1,69.5,19.2,0.5,0.9,0.0,37173.0,44711.0,2010.0,23194.0,868.0,19.6,27.2,28.2,15.3,26.6,13.7,16.1,87.1,6.7,0.1,2.1,1.8,2.2,20.7,17988.0,73.6,20.7,5.6,0.2,10.4
702,Dallam,TX,0.82,0.145,1535.0,1258.0,222.0,0.864,0.122,1605.0,1386.0,196.0,36.27787176,-102.60207249999999,386.0,10.0,7207.0,3880.0,3327.0,43.8,51.2,1.7,1.2,0.9,0.0,4139.0,45580.0,8818.0,25221.0,4782.0,15.9,24.6,20.9,25.0,14.3,21.0,18.8,83.9,11.0,0.4,1.8,0.6,2.3,13.5,3501.0,77.5,10.9,11.4,0.1,3.7
703,Dallas,AL,0.309,0.685,18730.0,5784.0,12826.0,0.309,0.685,17861.0,5523.0,12228.0,32.32688101,-87.10866709999998,1907.0,27.0,40755.0,18809.0,21946.0,1.0,27.7,70.2,0.0,0.4,0.0,30303.0,30065.0,1775.0,18248.0,759.0,31.9,49.5,26.7,18.2,20.9,8.8,25.3,86.6,8.9,0.2,1.7,1.4,1.2,22.1,14461.0,78.8,15.2,5.6,0.4,13.7
704,Dallas,AR,0.544,0.421,2769.0,1507.0,1165.0,0.594,0.364,2649.0,1573.0,963.0,33.97042763,-92.65167437,188.0,6.0,7585.0,3639.0,3946.0,3.1,53.2,40.0,0.4,1.6,0.2,5772.0,35794.0,4141.0,18309.0,1309.0,13.2,17.4,18.6,22.9,18.9,12.6,26.9,75.0,15.4,0.0,5.6,2.2,1.9,27.5,2910.0,72.2,23.7,3.8,0.3,6.4
705,Dallas,IA,0.513,0.416,37617.0,19288.0,15662.0,0.501,0.481,55847.0,27987.0,26879.0,41.68560356,-94.04127625,3776.0,49.0,80864.0,39934.0,40930.0,6.1,86.2,1.3,0.1,4.2,0.1,54705.0,82719.0,3270.0,42417.0,1342.0,5.4,5.2,51.1,11.4,23.0,5.7,8.8,85.8,7.1,0.2,1.3,0.6,5.0,21.1,44329.0,83.7,11.9,4.3,0.1,2.4
706,Dallas,MO,0.792,0.171,7440.0,5895.0,1271.0,0.815,0.17,8122.0,6620.0,1380.0,37.681135499999996,-93.02127031,406.0,2.0,16441.0,8117.0,8324.0,1.9,94.9,0.0,0.7,0.2,0.0,12515.0,41441.0,3680.0,19647.0,1998.0,15.7,22.6,26.5,19.1,21.3,11.5,21.6,76.5,14.1,0.3,2.0,3.4,3.8,33.1,5978.0,79.2,8.7,11.5,0.5,7.8
707,Dallas,TX,0.349,0.611,750649.0,261865.0,458845.0,0.333,0.649,921638.0,307076.0,598576.0,32.76670599,-96.77796049999999,97398.0,1268.0,2552213.0,1257751.0,1294462.0,39.6,30.2,22.1,0.2,6.0,0.0,1473599.0,53626.0,437.0,29810.0,247.0,17.7,27.1,34.0,17.7,24.1,11.5,12.8,78.4,11.0,2.8,1.5,2.0,4.3,27.2,1252101.0,84.3,9.1,6.4,0.2,5.9
708,Dane,WI,0.234,0.714,304729.0,71270.0,217506.0,0.229,0.755,344745.0,78789.0,260157.0,43.06601594,-89.41733797,16011.0,49.0,522837.0,259686.0,263151.0,6.3,80.2,5.0,0.2,5.6,0.0,388117.0,67631.0,931.0,37193.0,371.0,12.4,12.0,49.9,15.5,21.1,5.3,8.1,72.7,7.9,5.5,5.6,3.6,4.8,21.0,297072.0,74.9,20.7,4.3,0.1,3.8
709,Daniels,MT,0.766,0.175,952.0,729.0,167.0,0.788,0.192,1014.0,799.0,195.0,48.78420029,-105.54763429999998,49.0,3.0,1788.0,926.0,862.0,2.8,96.6,0.0,0.6,0.0,0.0,1397.0,53591.0,3318.0,36108.0,6047.0,4.6,1.8,47.7,13.8,20.8,13.6,4.1,78.3,7.2,0.0,5.8,0.3,8.4,11.4,925.0,62.3,13.8,23.9,0.0,1.7
710,Danville city,VA,0.387,0.586,18862.0,7306.0,11051.0,0.384,0.606,19333.0,7428.0,11710.0,,,,,41911.0,19129.0,22782.0,3.9,43.7,48.7,0.1,1.0,0.1,31970.0,34951.0,1744.0,21882.0,838.0,21.5,31.1,30.4,22.3,22.2,6.3,18.7,80.5,11.2,2.2,2.1,1.5,2.6,20.1,16814.0,78.2,16.4,5.0,0.5,10.1
711,Dare,NC,0.594,0.372,19009.0,11283.0,7079.0,0.575,0.41,24061.0,13844.0,9855.0,35.66520691,-75.71767334,385.0,3.0,35412.0,17441.0,17971.0,7.1,87.6,1.8,0.3,0.6,0.0,27356.0,55640.0,2805.0,30898.0,1192.0,8.9,11.4,30.8,19.8,28.0,12.5,8.8,78.9,10.6,0.0,2.0,2.2,6.2,20.2,18411.0,74.8,13.2,11.5,0.4,5.2
712,Darke,OH,0.788,0.176,25000.0,19698.0,4395.0,0.81,0.175,26621.0,21569.0,4668.0,40.13412966,-84.6194517,1317.0,51.0,51919.0,25569.0,26350.0,1.5,96.4,0.8,0.2,0.3,0.0,39124.0,50064.0,1661.0,24768.0,660.0,11.6,17.5,25.1,15.2,20.9,12.0,26.8,84.8,7.2,0.6,2.2,1.0,4.2,23.2,24632.0,84.5,7.2,7.9,0.4,5.1
713,Darlington,SC,0.505,0.468,29636.0,14973.0,13866.0,0.519,0.47,32417.0,16832.0,15220.0,34.33358335,-79.96027485,2556.0,67.0,67572.0,31915.0,35657.0,1.9,55.0,40.7,0.3,0.4,0.0,51426.0,36217.0,1783.0,21225.0,809.0,22.7,32.4,31.1,17.5,23.8,8.9,18.7,84.1,10.7,0.2,1.4,1.1,2.5,23.0,26757.0,80.1,14.4,5.2,0.3,13.1
714,Dauphin,PA,0.466,0.494,130160.0,60620.0,64287.0,0.451,0.536,144482.0,65154.0,77397.0,40.41377078,-76.77993242,4998.0,196.0,273329.0,132330.0,140999.0,8.5,67.1,17.7,0.1,3.9,0.0,203188.0,57071.0,1116.0,31152.0,652.0,13.2,20.1,38.4,17.9,25.2,6.0,12.4,79.1,9.1,2.7,3.5,1.5,4.1,22.0,134706.0,79.2,16.4,4.2,0.2,5.7
715,Davidson,NC,0.734,0.241,72013.0,52870.0,17328.0,0.733,0.253,84785.0,62143.0,21483.0,35.79115496,-80.21256572,3874.0,44.0,164118.0,80121.0,83997.0,6.9,80.8,9.1,0.3,1.5,0.0,122515.0,45806.0,1650.0,24231.0,552.0,15.8,22.3,27.7,15.8,24.0,10.6,22.0,85.2,9.7,0.4,1.2,0.8,2.7,24.8,73207.0,82.9,11.1,5.8,0.2,8.2
716,Davidson,TN,0.343,0.603,246199.0,84365.0,148473.0,0.322,0.642,308325.0,99415.0,197846.0,36.17007426,-86.78646056,33119.0,352.0,678322.0,327080.0,351242.0,10.1,56.4,27.3,0.3,3.5,0.1,483926.0,53419.0,741.0,32347.0,431.0,16.9,27.8,40.6,16.9,24.1,7.3,11.1,79.2,9.8,2.1,2.0,1.2,5.7,24.5,364089.0,82.4,10.5,6.9,0.1,5.3
717,Davie,NC,0.726,0.245,21350.0,15502.0,5228.0,0.723,0.265,25059.0,18115.0,6653.0,35.93099927,-80.54496571,794.0,8.0,41766.0,20394.0,21372.0,6.5,84.9,6.1,0.1,0.7,0.0,31612.0,53493.0,3372.0,29234.0,1639.0,14.0,21.7,32.7,15.9,24.7,10.0,16.7,82.0,11.0,0.4,1.1,2.1,3.5,26.3,19212.0,81.6,11.5,6.5,0.4,6.5
718,Daviess,IN,0.796,0.168,10736.0,8545.0,1800.0,0.8,0.181,11971.0,9576.0,2169.0,38.70186039,-87.07185406,1010.0,36.0,32777.0,16600.0,16177.0,4.8,92.3,1.6,0.0,0.2,0.0,22578.0,48355.0,2821.0,21794.0,813.0,13.0,14.7,25.0,15.4,19.3,17.4,22.9,76.2,15.4,0.3,2.9,2.8,2.3,25.5,14200.0,81.1,12.6,6.0,0.2,5.4
719,Daviess,KY,0.631,0.309,45781.0,28907.0,14163.0,0.63,0.351,49240.0,31023.0,17283.0,37.73028906,-87.09019479999998,2111.0,32.0,99258.0,48300.0,50958.0,2.9,88.9,4.4,0.2,1.3,0.0,73475.0,48371.0,1723.0,26501.0,840.0,15.8,22.3,29.9,18.0,23.8,9.0,19.3,86.8,7.9,0.5,2.1,1.1,1.5,19.2,44736.0,83.4,11.7,4.7,0.2,6.0
720,Daviess,MO,0.749,0.198,3689.0,2763.0,730.0,0.792,0.191,3884.0,3077.0,740.0,39.96145298,-93.98519678,233.0,4.0,8300.0,4164.0,4136.0,1.5,96.2,0.8,0.7,0.2,0.0,6152.0,45707.0,3689.0,22642.0,1281.0,13.2,17.9,27.9,16.7,24.6,15.0,15.8,73.4,13.3,0.0,3.2,4.5,5.6,25.4,3571.0,67.0,19.2,13.5,0.3,3.5
721,Davis,IA,0.705,0.253,3858.0,2721.0,976.0,0.74,0.247,4099.0,3032.0,1013.0,40.74773536,-92.41005468,212.0,4.0,8834.0,4360.0,4474.0,1.3,97.0,0.1,0.0,0.3,0.0,6238.0,52390.0,4489.0,25747.0,1857.0,13.7,18.1,35.0,13.4,19.2,16.3,16.0,70.6,14.1,0.1,3.7,5.6,5.9,22.9,3949.0,69.8,15.0,14.2,1.0,3.5
722,Davis,UT,0.449,0.22,91822.0,41250.0,20206.0,0.613,0.338,166303.0,101989.0,56216.0,40.99001837,-112.1139997,9044.0,43.0,334977.0,168534.0,166443.0,9.2,84.5,1.2,0.3,1.8,0.6,217453.0,75961.0,1280.0,28293.0,463.0,6.2,7.1,40.6,14.1,26.6,7.2,11.6,79.6,9.5,2.5,1.4,1.4,5.5,22.5,155828.0,78.0,18.0,3.9,0.1,3.3
723,Davison,SD,0.649,0.296,7952.0,5157.0,2355.0,0.664,0.313,8454.0,5613.0,2648.0,43.67490933,-98.14458906,1099.0,10.0,19753.0,9895.0,9858.0,2.5,91.7,0.6,3.0,0.1,0.0,15012.0,48665.0,4584.0,28086.0,2044.0,12.6,18.4,33.1,14.2,21.3,15.7,15.6,82.5,8.6,1.2,2.4,1.5,3.9,12.7,10389.0,81.8,11.3,6.8,0.1,3.9
724,Dawes,NE,0.715,0.219,3578.0,2559.0,785.0,0.711,0.263,4121.0,2931.0,1082.0,42.71985036,-103.1313774,270.0,5.0,8972.0,4495.0,4477.0,4.8,85.3,0.9,2.8,0.9,2.2,7087.0,46146.0,8364.0,24811.0,2566.0,14.3,10.8,37.9,22.0,22.7,10.3,7.1,71.7,8.4,0.1,14.4,2.0,3.4,12.8,4590.0,60.2,30.8,8.5,0.4,1.0
725,Dawson,GA,0.846,0.124,11680.0,9880.0,1444.0,0.833,0.155,16081.0,13398.0,2486.0,34.44244079,-84.16964071,927.0,11.0,23397.0,11529.0,11868.0,4.2,92.8,1.2,0.1,0.3,0.0,18150.0,62284.0,5862.0,31954.0,2779.0,11.8,15.7,37.1,12.6,25.0,12.3,12.9,79.6,11.2,0.1,0.4,0.8,7.8,32.3,10665.0,79.9,13.3,6.7,0.0,6.1
726,Dawson,MT,0.766,0.183,4304.0,3298.0,786.0,0.777,0.199,4837.0,3758.0,962.0,47.26584855,-104.89444170000002,278.0,4.0,9324.0,4869.0,4455.0,3.0,92.6,0.5,2.1,0.4,0.0,7122.0,59622.0,4284.0,29130.0,1883.0,12.3,23.2,33.9,19.5,17.9,15.9,12.9,74.4,10.4,0.2,5.5,1.4,8.1,17.4,4805.0,70.8,16.4,11.8,1.0,1.1
727,Dawson,NE,0.699,0.249,8486.0,5935.0,2116.0,0.711,0.272,9178.0,6524.0,2497.0,40.87028216,-99.82014609999999,1363.0,15.0,23925.0,12235.0,11690.0,33.1,60.0,5.7,0.4,0.0,0.1,15194.0,51238.0,1644.0,24912.0,1360.0,13.7,19.3,25.4,14.7,19.9,11.6,28.4,75.2,18.1,0.0,2.5,0.9,3.4,15.3,12196.0,79.3,14.2,6.4,0.1,4.2
728,Dawson,TX,0.74,0.234,3562.0,2636.0,835.0,0.779,0.213,3789.0,2951.0,808.0,32.74255572,-101.94772420000001,897.0,19.0,13095.0,7274.0,5821.0,56.4,36.3,5.7,0.4,0.9,0.0,9223.0,43201.0,4374.0,21360.0,1861.0,18.5,20.4,25.0,17.0,21.8,19.3,16.8,77.8,16.5,0.3,2.3,0.3,2.9,16.6,4968.0,70.4,20.1,9.3,0.3,6.7
729,Day,SD,0.592,0.355,2747.0,1627.0,974.0,0.631,0.355,2964.0,1869.0,1052.0,45.367281,-97.60737498,177.0,2.0,5524.0,2834.0,2690.0,2.0,86.3,0.0,10.0,0.1,0.0,4325.0,43902.0,3177.0,30841.0,2657.0,16.5,28.1,35.4,18.3,18.4,11.7,16.3,73.2,6.3,0.3,5.8,1.2,13.2,18.7,2776.0,67.9,15.6,15.8,0.8,1.5
730,De Baca,NM,0.682,0.212,905.0,617.0,192.0,0.728,0.256,901.0,656.0,231.0,34.34274529,-104.4117842,2.0,0.0,2016.0,926.0,1090.0,46.0,52.2,1.5,0.0,0.0,0.0,1497.0,31439.0,8487.0,24571.0,8560.0,22.7,22.4,32.9,16.9,13.9,18.7,17.6,70.7,9.0,0.0,4.4,5.9,9.9,10.3,675.0,60.4,35.6,4.0,0.0,6.6
731,De Soto,LA,0.598,0.383,13497.0,8067.0,5163.0,0.618,0.37,14736.0,9112.0,5457.0,32.05457447,-93.74130302,1045.0,35.0,27164.0,13154.0,14010.0,2.8,58.2,36.7,1.1,0.2,0.1,20385.0,41443.0,2657.0,23471.0,1200.0,26.3,41.3,28.0,17.7,23.0,14.7,16.7,86.2,9.6,0.7,0.9,0.5,2.1,29.2,10301.0,81.4,15.2,3.3,0.1,10.6
732,De Witt,IL,0.679,0.255,7469.0,5072.0,1907.0,0.703,0.272,7994.0,5623.0,2171.0,40.17514519,-88.90959682,303.0,6.0,16176.0,8085.0,8091.0,2.6,89.1,0.4,0.2,0.1,0.2,12510.0,55411.0,3084.0,27866.0,1326.0,13.3,21.3,29.5,17.8,25.0,11.6,16.2,84.8,7.3,0.1,1.4,1.5,4.8,21.9,8112.0,75.3,15.7,8.6,0.4,6.6
733,DeKalb,AL,0.835,0.141,26086.0,21779.0,3682.0,0.844,0.146,29322.0,24744.0,4271.0,34.45946862,-85.80782906,3691.0,30.0,71194.0,35328.0,35866.0,14.3,80.8,1.4,1.2,0.3,0.1,49579.0,38842.0,2154.0,20020.0,899.0,21.5,31.0,23.7,15.2,20.8,12.4,28.0,86.5,9.8,0.0,0.9,0.6,2.1,23.2,28416.0,78.0,12.1,9.7,0.1,5.1
734,DeKalb,GA,0.161,0.808,295871.0,47531.0,239131.0,0.157,0.831,370675.0,58361.0,308112.0,33.76944049,-84.22396017,21678.0,403.0,736066.0,348949.0,387117.0,8.7,29.1,53.3,0.2,6.0,0.0,500428.0,55876.0,865.0,32110.0,420.0,17.6,27.9,43.6,16.2,23.9,5.6,10.7,72.0,10.7,7.9,1.7,1.6,6.2,31.9,365630.0,81.6,13.2,5.1,0.2,8.5
735,DeKalb,IL,0.447,0.478,42605.0,19051.0,20348.0,0.457,0.513,47717.0,21818.0,24484.0,41.89373302,-88.76958483,2779.0,43.0,104473.0,51739.0,52734.0,10.8,77.6,7.1,0.0,2.4,0.0,77267.0,58343.0,1544.0,26511.0,751.0,18.1,20.0,32.8,20.9,24.1,9.0,13.2,79.3,8.7,2.0,4.2,1.8,4.0,25.5,52511.0,77.1,18.8,3.9,0.3,8.6
736,DeKalb,IN,0.717,0.234,16816.0,12054.0,3941.0,0.724,0.253,19656.0,14237.0,4966.0,41.39804622,-84.99906934,914.0,13.0,42524.0,21161.0,21363.0,2.8,95.1,0.2,0.1,0.3,0.0,31716.0,51374.0,2180.0,26057.0,1401.0,12.5,20.7,28.3,13.2,19.6,9.1,29.8,86.3,8.5,0.1,1.1,1.1,2.9,20.7,21054.0,87.8,7.8,4.2,0.2,4.6
737,DeKalb,MO,0.771,0.18,4590.0,3540.0,824.0,0.79,0.192,4842.0,3827.0,930.0,39.89201062,-94.40476508,320.0,2.0,12564.0,8007.0,4557.0,2.2,84.2,9.8,0.7,0.2,0.1,10452.0,46517.0,3311.0,18994.0,1184.0,12.5,20.5,31.1,18.1,20.6,11.9,18.4,83.2,9.5,0.0,0.7,1.3,5.2,25.0,4325.0,74.5,17.4,7.8,0.3,3.4
738,DeKalb,TN,0.744,0.226,6940.0,5164.0,1566.0,0.784,0.206,8501.0,6663.0,1747.0,35.97616272,-85.83689361,793.0,18.0,19380.0,9705.0,9675.0,7.6,88.9,1.3,0.0,0.6,0.1,14244.0,40690.0,2425.0,25443.0,2963.0,18.9,30.6,33.1,10.3,17.6,7.9,31.1,80.9,16.1,0.0,0.6,1.1,1.3,27.9,8003.0,77.5,16.5,5.7,0.3,5.6
739,DeSoto,FL,0.627,0.35,10761.0,6744.0,3761.0,0.656,0.336,12676.0,8313.0,4259.0,27.18677893,-81.80941373,1685.0,29.0,35675.0,20184.0,15491.0,30.5,55.5,12.8,0.2,0.2,0.1,24109.0,35435.0,1717.0,17892.0,1313.0,29.9,41.0,15.2,20.6,19.0,32.8,12.4,67.2,18.2,6.0,1.8,1.5,5.3,24.7,12667.0,78.9,13.2,7.7,0.2,6.1
740,DeSoto,MS,0.658,0.311,64022.0,42155.0,19892.0,0.61,0.37,75013.0,45788.0,27733.0,34.87625235,-89.99091418,7552.0,81.0,173267.0,83838.0,89429.0,4.8,66.6,25.3,0.1,1.2,0.0,124156.0,62595.0,1212.0,28316.0,584.0,9.8,12.5,32.7,15.1,26.0,10.4,15.8,88.6,8.1,0.1,0.4,0.6,2.1,24.9,85681.0,82.3,12.4,5.2,0.0,6.1
741,DeWitt,TX,0.808,0.17,6822.0,5510.0,1161.0,0.809,0.184,8118.0,6567.0,1494.0,29.08101855,-97.35681170000001,1087.0,44.0,20474.0,10697.0,9777.0,34.5,55.6,9.0,0.0,0.0,0.0,15285.0,50960.0,5037.0,28116.0,2303.0,16.0,20.2,30.5,18.3,19.8,15.5,15.9,85.0,7.6,0.1,2.3,1.0,3.9,23.8,7965.0,76.9,16.1,6.7,0.2,6.5
742,Deaf Smith,TX,0.693,0.282,4201.0,2911.0,1185.0,0.715,0.274,4608.0,3293.0,1263.0,34.96522957,-102.6054267,1042.0,27.0,18947.0,9499.0,9448.0,71.6,25.9,0.8,0.3,0.5,0.1,10652.0,51543.0,3468.0,21209.0,1250.0,18.0,26.8,27.7,12.8,18.5,15.0,26.0,85.0,11.5,0.5,0.4,0.4,2.2,13.1,8619.0,80.9,12.9,5.5,0.7,5.0
743,Dearborn,IN,0.757,0.204,23910.0,18110.0,4883.0,0.77,0.215,25355.0,19524.0,5444.0,39.14647946,-84.97333539,1150.0,28.0,49564.0,24774.0,24790.0,1.2,96.3,0.8,0.2,0.4,0.0,37838.0,62905.0,2418.0,30228.0,1799.0,10.1,14.7,31.5,17.7,21.8,11.5,17.5,86.1,7.6,0.4,1.6,1.0,3.4,28.7,24597.0,84.4,10.5,4.9,0.2,5.8
744,Decatur,GA,0.587,0.401,10238.0,6009.0,4104.0,0.581,0.411,11627.0,6758.0,4780.0,30.87967778,-84.57619536,1315.0,35.0,27023.0,13037.0,13986.0,5.8,50.9,42.1,0.1,0.4,0.0,19762.0,36934.0,3234.0,19650.0,1242.0,24.1,30.2,27.6,17.0,24.6,14.5,16.3,80.8,11.4,0.5,0.3,4.9,2.2,24.0,9855.0,72.2,20.7,6.9,0.2,6.5
745,Decatur,IA,0.62,0.324,3703.0,2296.0,1201.0,0.688,0.295,3801.0,2615.0,1120.0,40.73742757,-93.78645949,177.0,0.0,8105.0,4074.0,4031.0,2.7,93.2,1.7,0.3,0.6,0.2,6251.0,41042.0,3857.0,21110.0,1184.0,19.1,23.9,31.0,22.5,19.9,12.8,13.8,66.0,13.7,0.1,11.5,2.2,6.4,24.0,3780.0,77.2,14.3,7.8,0.6,5.0
746,Decatur,IN,0.765,0.191,11095.0,8488.0,2121.0,0.778,0.198,12296.0,9570.0,2436.0,39.30712658,-85.50087166,617.0,39.0,26480.0,13112.0,13368.0,1.9,94.9,0.7,0.1,1.6,0.0,19799.0,52270.0,1808.0,25548.0,1115.0,11.4,15.6,30.0,15.2,15.6,9.5,29.7,83.1,10.3,0.6,2.0,0.9,3.1,21.4,12996.0,85.7,9.5,4.7,0.1,4.8
747,Decatur,KS,0.836,0.122,1460.0,1220.0,178.0,0.845,0.143,1458.0,1232.0,208.0,39.78468441,-100.45940809999999,121.0,1.0,2891.0,1444.0,1447.0,2.6,94.7,0.2,0.9,0.5,0.0,2309.0,41230.0,3659.0,30890.0,4169.0,17.5,30.6,33.9,13.7,23.3,18.8,10.3,77.9,10.2,0.0,2.8,1.6,7.4,16.9,1375.0,63.4,21.7,14.8,0.0,2.8
748,Decatur,TN,0.782,0.195,4577.0,3580.0,894.0,0.806,0.172,5250.0,4229.0,904.0,35.60048904,-88.11043779,689.0,11.0,11681.0,5744.0,5937.0,3.2,91.7,2.9,0.0,0.3,0.0,9127.0,36427.0,4527.0,21098.0,1566.0,22.6,34.3,30.0,18.7,20.6,12.5,18.1,82.4,9.2,0.3,0.9,1.7,5.5,26.9,4497.0,67.4,20.6,11.4,0.5,9.7
749,Deer Lodge,MT,0.421,0.49,4122.0,1736.0,2018.0,0.447,0.524,4888.0,2184.0,2562.0,46.05953325,-113.073353,473.0,1.0,9131.0,4778.0,4353.0,3.3,90.5,0.4,1.3,0.5,0.0,7666.0,41235.0,2892.0,25107.0,2131.0,18.8,24.3,29.6,24.7,20.2,13.8,11.8,73.5,11.3,0.2,4.2,1.5,9.3,17.2,3881.0,62.4,31.4,6.2,0.1,2.3
750,Defiance,OH,0.645,0.297,17795.0,11478.0,5282.0,0.671,0.308,19032.0,12778.0,5870.0,41.32398837,-84.49076944,607.0,14.0,38311.0,18969.0,19342.0,9.6,86.9,1.7,0.4,0.3,0.0,29114.0,55295.0,2089.0,26941.0,1056.0,11.0,16.4,25.9,16.1,22.6,9.3,26.2,86.8,6.9,0.4,2.6,0.6,2.6,20.3,18654.0,84.3,10.6,4.7,0.4,5.0
751,Del Norte,CA,0.55,0.377,7949.0,4370.0,2997.0,0.564,0.408,11403.0,6434.0,4656.0,41.74228275,-123.89740630000001,181.0,1.0,27442.0,15008.0,12434.0,19.2,62.8,1.8,7.2,2.7,0.1,20803.0,41287.0,4114.0,20809.0,1306.0,23.2,31.2,32.5,31.7,19.9,8.6,7.3,73.7,14.5,0.6,3.6,1.9,5.6,14.4,8742.0,56.8,32.9,9.8,0.4,9.5
752,Delaware,IA,0.621,0.323,9165.0,5688.0,2956.0,0.668,0.316,9981.0,6666.0,3157.0,42.47104597,-91.3664492,883.0,15.0,17326.0,8659.0,8667.0,1.4,97.0,0.3,0.1,0.3,0.0,13057.0,60534.0,3595.0,30768.0,3214.0,9.2,14.2,30.9,13.2,20.9,12.4,22.6,82.0,6.5,0.2,3.0,0.3,8.0,22.6,9345.0,79.0,10.4,9.9,0.7,2.5
753,Delaware,IN,0.542,0.405,44699.0,24217.0,18100.0,0.556,0.423,48089.0,26724.0,20328.0,40.22787247,-85.39732772,3393.0,83.0,115938.0,55903.0,60035.0,2.3,87.1,7.1,0.1,1.3,0.0,92417.0,41208.0,1503.0,23271.0,784.0,21.2,25.2,32.4,21.6,24.1,8.0,13.9,80.0,8.1,1.9,4.7,2.0,3.4,20.6,53152.0,81.9,14.3,3.7,0.1,7.9
754,Delaware,NY,0.619,0.328,17778.0,11012.0,5825.0,0.637,0.342,18763.0,11952.0,6420.0,42.19837623,-74.96709306,192.0,7.0,45950.0,23118.0,22832.0,3.7,92.5,1.7,0.1,0.7,0.0,37003.0,47921.0,2077.0,26016.0,855.0,16.5,30.7,31.9,20.3,21.4,11.5,14.9,75.9,8.4,1.5,6.2,1.4,6.5,24.4,19919.0,67.2,21.2,11.2,0.4,7.1
755,Delaware,OH,0.556,0.395,100101.0,55660.0,39584.0,0.525,0.459,124004.0,65163.0,56961.0,40.27942393,-83.00457058,3227.0,28.0,193024.0,95515.0,97509.0,2.4,86.4,3.4,0.1,5.5,0.0,135285.0,100229.0,2514.0,45116.0,993.0,5.1,6.0,53.2,12.2,23.6,4.3,6.6,86.0,4.6,0.2,1.1,0.7,7.5,26.2,99215.0,80.5,13.5,5.9,0.1,2.6
